Year,Category,Prize,Prize Share,Laureate ID,LaureateType,FullName,Birth Date,Birth City,BirthCountry,Sex,OrganizationName,Organization City,OrganizationCountry,Death Date,Death City,Death Country,Age
1988,Literature,The Nobel Prize in Literature 1988,1/1,665,Individual,Naguib Mahfouz,1911-12-11,Cairo,Egypt,Male,,,,2006-08-30,Cairo,Egypt,77
1988,Medicine,The Nobel Prize in Physiology or Medicine 1988,1/3,437,Individual,Sir James W. Black,1924-06-14,Uddingston,Scotland,Male,London UniversityKing's College Hospital Medical School,London,United Kingdom,2010-03-21,,,64
1988,Medicine,The Nobel Prize in Physiology or Medicine 1988,1/3,438,Individual,Gertrude B. Elion,1918-01-23,New YorkNY,United States,Female,Wellcome Research Laboratories,Research Triangle ParkNC,United States,1999-02-21,Chapel HillNC,United States,70
1988,Medicine,The Nobel Prize in Physiology or Medicine 1988,1/3,439,Individual,George H. Hitchings,1905-04-18,HoquiamWA,United States,Male,Wellcome Research Laboratories,Research Triangle ParkNC,United States,1998-02-27,Chapel HillNC,United States,83
1988,Peace,The Nobel Peace Prize 1988,1/1,550,Organization,United Nations Peacekeeping Forces,,,,,,,,,,,#VALUE!
1988,Physics,The Nobel Prize in Physics 1988,1/3,132,Individual,Leon M. Lederman,1922-07-15,New YorkNY,United States,Male,Fermi National Accelerator Laboratory,BataviaIL,United States,,,,66
1988,Physics,The Nobel Prize in Physics 1988,1/3,133,Individual,Melvin Schwartz,1932-11-02,New YorkNY,United States,Male,Digital PathwaysInc.,Mountain ViewCA,United States,2006-08-28,Twin FallsID,United States,56
1988,Physics,The Nobel Prize in Physics 1988,1/3,134,Individual,Jack Steinberger,1921-05-25,Bad Kissingen,Germany,Male,CERN,Geneva,Switzerland,,,,67
1989,Chemistry,The Nobel Prize in Chemistry 1989,1/2,273,Individual,Sidney Altman,1939-05-07,Montreal,Canada,Male,Yale University,New HavenCT,United States,,,,50
1989,Chemistry,The Nobel Prize in Chemistry 1989,1/2,274,Individual,Thomas R. Cech,1947-12-08,ChicagoIL,United States,Male,University of Colorado,BoulderCO,United States,,,,42
1989,Economics,The Sveriges Riksbank Prize in Economic Sciences 1989,1/1,703,Individual,Trygve Haavelmo,1911-12-13,Skedsmo,Norway,Male,University of Oslo,Oslo,Norway,1999-07-26,Oslo,Norway,78
1989,Literature,The Nobel Prize in Literature 1989,1/1,666,Individual,Camilo José Cela,1916-05-11,Iria Flavia,Spain,Male,,,,2002-01-17,Madrid,Spain,73
1989,Medicine,The Nobel Prize in Physiology or Medicine 1989,1/2,440,Individual,J. Michael Bishop,1936-02-22,YorkPA,United States,Male,University of California School of Medicine,San FranciscoCA,United States,,,,53
1989,Medicine,The Nobel Prize in Physiology or Medicine 1989,1/2,441,Individual,Harold E. Varmus,1939-12-18,OceansideNY,United States,Male,University of California School of Medicine,San FranciscoCA,United States,,,,50
1989,Peace,The Nobel Peace Prize 1989,1/1,551,Organization,The 14th Dalai Lama (Tenzin Gyatso),1935-07-06,Taktser,Tibet,Male,,,,,,,54
1989,Physics,The Nobel Prize in Physics 1989,1/2,135,Individual,Norman F. Ramsey,1915-08-27,WashingtonDC,United States,Male,Harvard University,CambridgeMA,United States,2011-11-04,WaylandMA,United States,74
1989,Physics,The Nobel Prize in Physics 1989,1/4,136,Individual,Hans G. Dehmelt,1922-09-09,Görlitz,Germany,Male,University of Washington,SeattleWA,United States,,,,67
1989,Physics,The Nobel Prize in Physics 1989,1/4,137,Individual,Wolfgang Paul,1913-08-10,Lorenzkirch,Germany,Male,University of Bonn,Bonn,Germany,1993-12-07,Bonn,Germany,76
1990,Chemistry,The Nobel Prize in Chemistry 1990,1/1,275,Individual,Elias James Corey,1928-07-12,MethuenMA,United States,Male,Harvard University,CambridgeMA,United States,,,,62
1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,1/3,704,Individual,Harry M. Markowitz,1927-08-24,ChicagoIL,United States,Male,City University of New York,New YorkNY,United States,,,,63
1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,1/3,705,Individual,Merton H. Miller,1923-05-16,BostonMA,United States,Male,University of Chicago,ChicagoIL,United States,2000-06-03,ChicagoIL,United States,67
1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,1/3,706,Individual,William F. Sharpe,1934-06-16,BostonMA,United States,Male,Stanford University,StanfordCA,United States,,,,56
1990,Literature,The Nobel Prize in Literature 1990,1/1,667,Individual,Octavio Paz,1914-03-31,Mexico City,Mexico,Male,,,,1998-04-19,Mexico City,Mexico,76
1990,Medicine,The Nobel Prize in Physiology or Medicine 1990,1/2,442,Individual,Joseph E. Murray,1919-04-01,MilfordMA,United States,Male,Brigham and Women's Hospital,BostonMA,United States,2012-11-26,BostonMA,United States,71
1990,Medicine,The Nobel Prize in Physiology or Medicine 1990,1/2,443,Individual,E. Donnall Thomas,1920-03-15,MartTX,United States,Male,Fred Hutchinson Cancer Research Center,SeattleWA,United States,2012-10-20,SeattleWA,United States,70
1990,Peace,The Nobel Peace Prize 1990,1/1,552,Individual,Mikhail Sergeyevich Gorbachev,1931-03-02,Privolnoye,Russia,Male,,,,,,,59
1990,Physics,The Nobel Prize in Physics 1990,1/3,138,Individual,Jerome I. Friedman,1930-03-28,ChicagoIL,United States,Male,Massachusetts Institute of Technology (MIT),CambridgeMA,United States,,,,60
1990,Physics,The Nobel Prize in Physics 1990,1/3,139,Individual,Henry W. Kendall,1926-12-09,BostonMA,United States,Male,Massachusetts Institute of Technology (MIT),CambridgeMA,United States,1999-02-15,Wakulla Springs State ParkFL,United States,64
1990,Physics,The Nobel Prize in Physics 1990,1/3,140,Individual,Richard E. Taylor,1929-11-02,Medicine HatAlberta,Canada,Male,Stanford University,StanfordCA,United States,,,,61
1991,Chemistry,The Nobel Prize in Chemistry 1991,1/1,276,Individual,Richard R. Ernst,1933-08-14,Winterthur,Switzerland,Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,,,,58
1991,Economics,The Sveriges Riksbank Prize in Economic Sciences 1991,1/1,707,Individual,Ronald H. Coase,1910-12-29,Willesden,United Kingdom,Male,University of Chicago,ChicagoIL,United States,2013-09-02,ChicagoIL,United States,81
1991,Literature,The Nobel Prize in Literature 1991,1/1,668,Individual,Nadine Gordimer,1923-11-20,Springs,South Africa,Female,,,,2014-07-13,Johannesburg,South Africa,68
1991,Medicine,The Nobel Prize in Physiology or Medicine 1991,1/2,444,Individual,Erwin Neher,1944-03-20,Landsberg,Germany,Male,Max-Planck-Institut für Biophysikalische Chemie,Göttingen,Germany,,,,47
1991,Medicine,The Nobel Prize in Physiology or Medicine 1991,1/2,445,Individual,Bert Sakmann,1942-06-12,Stuttgart,Germany,Male,Max-Planck-Institut für medizinische Forschung,Heidelberg,Germany,,,,49
1991,Peace,The Nobel Peace Prize 1991,1/1,553,Organization,Aung San Suu Kyi,1945-06-19,Rangoon (Yangon),Myanmar,Female,,,,,,,46
1991,Physics,The Nobel Prize in Physics 1991,1/1,141,Individual,Pierre-Gilles de Gennes,1932-10-24,Paris,France,Male,Collège de France,Paris,France,2007-05-18,Orsay,France,59
1992,Chemistry,The Nobel Prize in Chemistry 1992,1/1,277,Individual,Rudolph A. Marcus,1923-07-21,Montreal,Canada,Male,California Institute of Technology (Caltech),PasadenaCA,United States,,,,69
1992,Economics,The Sveriges Riksbank Prize in Economic Sciences 1992,1/1,708,Individual,Gary S. Becker,1930-12-02,PottsvillePA,United States,Male,University of Chicago,ChicagoIL,United States,2014-05-03,ChicagoIL,United States,62
1992,Literature,The Nobel Prize in Literature 1992,1/1,669,Individual,Derek Walcott,1930-01-23,Castries,Saint Lucia,Male,,,,,,,62
1992,Medicine,The Nobel Prize in Physiology or Medicine 1992,1/2,446,Individual,Edmond H. Fischer,1920-04-06,Shanghai,China,Male,University of Washington,SeattleWA,United States,,,,72
1992,Medicine,The Nobel Prize in Physiology or Medicine 1992,1/2,447,Individual,Edwin G. Krebs,1918-06-06,LansingIA,United States,Male,University of Washington,SeattleWA,United States,2009-12-21,SeattleWA,United States,74
1992,Peace,The Nobel Peace Prize 1992,1/1,554,Individual,Rigoberta Menchú Tum,1959-01-09,Aldea Chimel,Guatemala,Female,,,,,,,33
1992,Physics,The Nobel Prize in Physics 1992,1/1,142,Individual,Georges Charpak,1924-08-01,Dabrovica,Poland,Male,École Supérieure de Physique et Chimie,Paris,France,2010-09-29,Paris,France,68
1992,Physics,The Nobel Prize in Physics 1992,1/1,142,Individual,Georges Charpak,1924-08-01,Dabrovica,Poland,Male,CERN,Geneva,Switzerland,2010-09-29,Paris,France,68
1993,Chemistry,The Nobel Prize in Chemistry 1993,1/2,278,Individual,Kary B. Mullis,1944-12-28,LenoirNC,United States,Male,,La JollaCA,United States,,,,49
1993,Chemistry,The Nobel Prize in Chemistry 1993,1/2,279,Individual,Michael Smith,1932-04-26,Blackpool,United Kingdom,Male,University of British Columbia,Vancouver,Canada,2000-10-04,Vancouver,Canada,61
1993,Economics,The Sveriges Riksbank Prize in Economic Sciences 1993,1/2,709,Individual,Robert W. Fogel,1927-07-01,New YorkNY,United States,Male,University of Chicago,ChicagoIL,United States,2013-06-11,Oak LawnIL,United States,66
1993,Economics,The Sveriges Riksbank Prize in Economic Sciences 1993,1/2,710,Individual,Douglass C. North,1920-11-05,CambridgeMA,United States,Male,Washington University,St. LouisMO,United States,2015-11-23,BenzoniaMI,United States,73
1993,Literature,The Nobel Prize in Literature 1993,1/1,670,Individual,Toni Morrison,1931-02-18,LorainOH,United States,Female,,,,,,,62
1993,Medicine,The Nobel Prize in Physiology or Medicine 1993,1/2,448,Individual,Richard J. Roberts,1943-09-06,Derby,United Kingdom,Male,New England Biolabs,BeverlyMA,United States,,,,50
1993,Medicine,The Nobel Prize in Physiology or Medicine 1993,1/2,449,Individual,Phillip A. Sharp,1944-06-06,FalmouthKY,United States,Male,Massachusetts Institute of Technology (MIT)Center for Cancer Research,CambridgeMA,United States,,,,49
1993,Peace,The Nobel Peace Prize 1993,1/2,555,Individual,Nelson Mandela,1918-07-18,Qunu,South Africa,Male,,,,2013-12-05,Johannesburg,South Africa,75
1993,Peace,The Nobel Peace Prize 1993,1/2,556,Individual,Frederik Willem de Klerk,1936-03-18,Johannesburg,South Africa,Male,,,,,,,57
1993,Physics,The Nobel Prize in Physics 1993,1/2,143,Individual,Russell A. Hulse,1950-11-28,New YorkNY,United States,Male,Princeton University,PrincetonNJ,United States,,,,43
1993,Physics,The Nobel Prize in Physics 1993,1/2,144,Individual,Joseph H. Taylor Jr.,1941-03-29,PhiladelphiaPA,United States,Male,Princeton University,PrincetonNJ,United States,,,,52
1994,Chemistry,The Nobel Prize in Chemistry 1994,1/1,280,Individual,George A. Olah,1927-05-22,Budapest,Hungary,Male,University of Southern California,Los AngelesCA,United States,,,,67
1994,Economics,The Sveriges Riksbank Prize in Economic Sciences 1994,1/3,711,Individual,John C. Harsanyi,1920-05-29,Budapest,Hungary,Male,University of California,BerkeleyCA,United States,2000-08-09,BerkeleyCA,United States,74
1994,Economics,The Sveriges Riksbank Prize in Economic Sciences 1994,1/3,712,Individual,John F. Nash Jr.,1928-06-13,BluefieldWV,United States,Male,Princeton University,PrincetonNJ,United States,2015-05-23,New JerseyNJ,United States,66
1994,Economics,The Sveriges Riksbank Prize in Economic Sciences 1994,1/3,713,Individual,Reinhard Selten,1930-10-05,Breslau (Wroclaw),Poland,Male,Rheinische Friedrich-Wilhelms-Universität,Bonn,Germany,2016-08-23,Poznan,Poland,64
1994,Literature,The Nobel Prize in Literature 1994,1/1,671,Individual,Kenzaburo Oe,1935-01-31,Uchiko,Japan,Male,,,,,,,59
1994,Medicine,The Nobel Prize in Physiology or Medicine 1994,1/2,450,Individual,Alfred G. Gilman,1941-07-01,New HavenCT,United States,Male,University of Texas Southwestern Medical Center at Dallas,DallasTX,United States,2015-12-23,DallasTX,United States,53
1994,Medicine,The Nobel Prize in Physiology or Medicine 1994,1/2,451,Individual,Martin Rodbell,1925-12-01,BaltimoreMD,United States,Male,National Institute of Environmental Health Sciences,Research Triangle ParkNC,United States,1998-12-07,Chapel HillNC,United States,69
1994,Peace,The Nobel Peace Prize 1994,1/3,557,Individual,Yasser Arafat,1929-08-24,Cairo,Egypt,Male,,,Palestine,2004-11-11,,,65
1994,Peace,The Nobel Peace Prize 1994,1/3,558,Individual,Shimon Peres,1923-08-16,Vishneva,Belarus,Male,,,,2016-09-28,Tel Aviv,Israel,71
1994,Peace,The Nobel Peace Prize 1994,1/3,559,Individual,Yitzhak Rabin,1922-03-01,Jerusalem,Israel,Male,,,,1995-11-04,Tel Aviv,Israel,72
1994,Physics,The Nobel Prize in Physics 1994,1/2,145,Individual,Bertram N. Brockhouse,1918-07-15,LethbridgeAlberta,Canada,Male,McMaster University,HamiltonOntario,Canada,2003-10-13,HamiltonOntario,Canada,76
1994,Physics,The Nobel Prize in Physics 1994,1/2,146,Individual,Clifford G. Shull,1915-09-23,PittsburghPA,United States,Male,Massachusetts Institute of Technology (MIT),CambridgeMA,United States,2001-03-31,MedfordMA,United States,79
1995,Chemistry,The Nobel Prize in Chemistry 1995,1/3,281,Individual,Paul J. Crutzen,1933-12-03,Amsterdam,Netherlands,Male,Max-Planck-Institut für Chemie,Mainz,Germany,,,,62
1995,Chemistry,The Nobel Prize in Chemistry 1995,1/3,282,Individual,Mario J. Molina,1943-03-19,Mexico City,Mexico,Male,Massachusetts Institute of Technology (MIT),CambridgeMA,United States,,,,52
1995,Chemistry,The Nobel Prize in Chemistry 1995,1/3,283,Individual,F. Sherwood Rowland,1927-06-28,DelawareOH,United States,Male,University of California,IrvineCA,United States,2012-03-10,Corona del MarCA,United States,68
1995,Economics,The Sveriges Riksbank Prize in Economic Sciences 1995,1/1,714,Individual,Robert E. Lucas Jr.,1937-09-15,YakimaWA,United States,Male,University of Chicago,ChicagoIL,United States,,,,58
1995,Literature,The Nobel Prize in Literature 1995,1/1,672,Individual,Seamus Heaney,1939-04-13,Casteldàwson,Northern Ireland,Male,,,,2013-08-30,Dublin,Ireland,56
1995,Medicine,The Nobel Prize in Physiology or Medicine 1995,1/3,452,Individual,Edward B. Lewis,1918-05-20,Wilkes-BarrePA,United States,Male,California Institute of Technology (Caltech),PasadenaCA,United States,2004-07-21,PasadenaCA,United States,77
1995,Medicine,The Nobel Prize in Physiology or Medicine 1995,1/3,453,Individual,Christiane Nüsslein-Volhard,1942-10-20,Magdeburg,Germany,Female,Max-Planck-Institut für Entwicklungsbiologie,Tübingen,Germany,,,,53
1995,Medicine,The Nobel Prize in Physiology or Medicine 1995,1/3,454,Individual,Eric F. Wieschaus,1947-06-08,South BendIN,United States,Male,Princeton University,PrincetonNJ,United States,,,,48
1995,Peace,The Nobel Peace Prize 1995,1/2,560,Individual,Joseph Rotblat,1908-11-04,Warsaw,Poland,Male,,,,2005-08-31,London,United Kingdom,87
1995,Peace,The Nobel Peace Prize 1995,1/2,561,Organization,Pugwash Conferences on Science and World Affairs,,,,,,,,,,,#VALUE!
1995,Physics,The Nobel Prize in Physics 1995,1/2,147,Individual,Martin L. Perl,1927-06-24,New YorkNY,United States,Male,Stanford University,StanfordCA,United States,2014-09-30,Palo AltoCA,United States,68
1995,Physics,The Nobel Prize in Physics 1995,1/2,148,Individual,Frederick Reines,1918-03-16,PatersonNJ,United States,Male,University of California,IrvineCA,United States,1998-08-26,OrangeCA,United States,77
1996,Chemistry,The Nobel Prize in Chemistry 1996,1/3,284,Individual,Robert F. Curl Jr.,1933-08-23,AliceTX,United States,Male,Rice University,HoustonTX,United States,,,,63
1996,Chemistry,The Nobel Prize in Chemistry 1996,1/3,285,Individual,Sir Harold W. Kroto,1939-10-07,Wisbech,United Kingdom,Male,University of Sussex,Brighton,United Kingdom,2016-04-30,LewesEast Sussex,United Kingdom,57
1996,Chemistry,The Nobel Prize in Chemistry 1996,1/3,286,Individual,Richard E. Smalley,1943-06-06,AkronOH,United States,Male,Rice University,HoustonTX,United States,2005-10-28,HoustonTX,United States,53
1996,Economics,The Sveriges Riksbank Prize in Economic Sciences 1996,1/2,715,Individual,James A. Mirrlees,1936-07-05,Minnigaff,Scotland,Male,University of Cambridge,Cambridge,United Kingdom,,,,60
1996,Economics,The Sveriges Riksbank Prize in Economic Sciences 1996,1/2,716,Individual,William Vickrey,1914-06-21,VictoriaBC,Canada,Male,Columbia University,New YorkNY,United States,1996-10-11,HarrisonNY,United States,82
1996,Literature,The Nobel Prize in Literature 1996,1/1,673,Individual,Wislawa Szymborska,1923-07-02,Bnin (Kórnik),Poland,Female,,,,2012-02-01,Kraków,Poland,73
1996,Medicine,The Nobel Prize in Physiology or Medicine 1996,1/2,455,Individual,Peter C. Doherty,1940-10-15,Brisbane,Australia,Male,St. Jude Children's Research Hospital,MemphisTN,United States,,,,56
1996,Medicine,The Nobel Prize in Physiology or Medicine 1996,1/2,456,Individual,Rolf M. Zinkernagel,1944-01-06,Basel,Switzerland,Male,University of ZurichInstitute of Experimental Immunology,Zurich,Switzerland,,,,52
1996,Peace,The Nobel Peace Prize 1996,1/2,562,Individual,Carlos Filipe Ximenes Belo,1948-02-03,Wailacama,East Timor,Male,,,,,,,48
1996,Peace,The Nobel Peace Prize 1996,1/2,563,Individual,José Ramos-Horta,1949-12-26,Dili,East Timor,Male,,,,,,,47
1996,Physics,The Nobel Prize in Physics 1996,1/3,149,Individual,David M. Lee,1931-01-20,RyeNY,United States,Male,Cornell University,IthacaNY,United States,,,,65
1996,Physics,The Nobel Prize in Physics 1996,1/3,150,Individual,Douglas D. Osheroff,1945-08-01,AberdeenWA,United States,Male,Stanford University,StanfordCA,United States,,,,51
1996,Physics,The Nobel Prize in Physics 1996,1/3,151,Individual,Robert C. Richardson,1937-06-26,WashingtonDC,United States,Male,Cornell University,IthacaNY,United States,2013-02-19,IthacaNY,United States,59
1997,Chemistry,The Nobel Prize in Chemistry 1997,1/4,287,Individual,Paul D. Boyer,1918-07-31,ProvoUT,United States,Male,University of California,Los AngelesCA,United States,,,,79
1997,Chemistry,The Nobel Prize in Chemistry 1997,1/4,288,Individual,John E. Walker,1941-01-07,Halifax,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,,,,56
1997,Chemistry,The Nobel Prize in Chemistry 1997,1/2,289,Individual,Jens C. Skou,1918-10-08,Lemvig,Denmark,Male,Aarhus University,Aarhus,Denmark,,,,79
1997,Economics,The Sveriges Riksbank Prize in Economic Sciences 1997,1/2,717,Individual,Robert C. Merton,1944-07-31,New YorkNY,United States,Male,Harvard University,CambridgeMA,United States,,,,53
1997,Economics,The Sveriges Riksbank Prize in Economic Sciences 1997,1/2,718,Individual,Myron S. Scholes,1941-07-01,TimminsON,Canada,Male,Long Term Capital Management,GreenwichCT,United States,,,,56
1997,Literature,The Nobel Prize in Literature 1997,1/1,674,Individual,Dario Fo,1926-03-24,Leggiuno-Sangiano,Italy,Male,,,,2016-10-13,Milano,Italy,71
1997,Medicine,The Nobel Prize in Physiology or Medicine 1997,1/1,457,Individual,Stanley B. Prusiner,1942-05-28,Des MoinesIA,United States,Male,University of California School of Medicine,San FranciscoCA,United States,,,,55
